text,label
"🔨🔨🔨

#Pfizer est donc le nouveau maître du monde

#3emeDose 
#Veran",0
"Heute denke ich an alle armen und unschuldigen Kinder (ab 5 Jahren), die sich den irrsinnigen Entscheidungen ihrer Angst getriebenen, geisteskranken und ignoranten Eltern fügen müssen und deshalb die Giftspritze verabreicht bekommen.

#Impfung #Biontech #Pfizer",0
2 doses achetées chez #pfizer la #3edose offerte #BlackFriday,0
"#Pfizer le Pablo Escobar de la #vaccination.
#Vaccin #PassSanitaire #3emeDose",0
"La 3ème dose, est-ce que cela ne relève pas de l'escroquerie en bande organisée ?
#pfizer #veran #3emeDose",0
"#Pfizer #Atresmedia #Mediaset y #ElPais comparten accionistas mayoritarios : #Vanguard y #Blackrock
Empiezo a entender de que va que las grandes  televisiones, radios y periódicos se hayan convertido en comerciales de las vacunas experimentales.
VERGÜENZA :(",0
Si le peuple était plus uni on ne laisserait pas une petite bande d'incapables prendre des décisions à notre place et nous priver de nos libertés voilà le résultat #Pfizer #3emeDose #PassSanitaire,0
"Alguien sabe donde hay disponibilidad de biológicos #Pfizer para segunda dosis en Bogotá? La @epssura no tiene biológicos disponibles.

#COVID19 #VacunateContraLaCovid #vacunacion",0
J'apprends avec plaisir que les Français se sont précipités pour recevoir leur dose ? 😂😂😂 #Bouffons #Covid_19 #arnaque #Pfizer #corrompus #Nuremberg2 #NurembergCode 🤮 #Nazis,0
"#3emeDose #3edose 
Vaccins : plus de 1.000$ de profits par sec pour #Pfizer #Biontech et #Moderna  ( environ 900€de profits /h) &gt; 3600 secondes dans 1 heure Soit 3 240 000 de Gains /h quand  le Smic horaire Brut est à 10,48€ ! Monde pourri par la Financière 2 poids 2 mesures !",0
🇫🇷 FLASH - Le vaccin #Pfizer a été approuvé pour les enfants de 5 à 11 ans par l'Agence européenne du médicament. (AFP) #COVID19France #Véran,0
"Mon Frère et ma Belle-Soeur, tous deux #vaccinés et malades depuis une semaine du #COVID, fortes migraines et fatigue, et perte du goût et de l'odorat pour tous les 2.

#PassSanitaire #Pfizer #3emeDose #5emevague #COVID19 #Veran",0
"Van a tener q aplicar la #Pfizer #1=3 pediátricas. 
Los padres NO quieren Sinopharm. Y va ser responsabilidad de ustedes,estamos en las puertas de la 3era ola y los niños menores de 11 tienen q estar vacunados.
#ConLaPfizer
@carlavizzotti @nkreplak @Kicillofok @FernanQuirosBA",0
"#Pfizer figurera pour des années dans les cases studies des écoles de #Management ... 
Les golden bollocks de la santé 😇 D'autant qu'au rythme où on va la n-ième #dose obligatoire de rappel devrait être quotidienne 😂",0
40.000 Ελληνες εκλεισαν στο Μπανσκο για Χριστουγεννα και υπαρχουν ακομα καποιοι που μιλανε για #λοκνταουν;; Αχαχαχαχα! #Pfizer #COVID19 #lockdown #BlackFriday,0
Bon je viens de faire ma troisième dose et comme après les deux précédentes j’ai mal à la tête 😖 #pfizer #Comirnaty,0
RDV pris pour la 3e dose demain comme ça je suis tranquille #Pfizer,0
#FullyBoosted and ready to roll. #Pfizer #COVID19 #StaySafe people it's not a conspiracy 🤣👽,0
La Unión Europea decide autorizar el uso de #vacuna #Pfizer en niños entre 5 y 11 años debido al  rebrote de casos de Covid-19 en el continente. Esta es la primera vez que se autoriza una vacuna para niños por la Agencia Europea de Medicamentos.,0
INDAGATA PER CORRUZIONE A FAVORE DELLA PFIZER A CIPRO LA COMMISSARIA EUROPEA PER LA SANITA'. #pfizer #Pfizergate #supergreenpass #COVID19,0
ใครมีแปลงานวิจัยรับรองประสิทธิภาพ​ของ #ไฟเซอร์ ผสม #โมเดอร์นา บ้างคะ ตอนเราลงทะเบียนบอกได้ #Pfizer ​2เข็ม พอมาวันนี้บอกเข็ม2เป็น #Moderna ตอนนี้ไม่มั่นใจมากๆเลย,0
3 eme dose lundi 🤞🏻🤞🏻💪🏻💪🏻 #vaccination #Pfizer #3emeDose,0
"Alerte info: le football est dangereux pour la santé et sera prochainement interdit. Vaccinez vous, c est la seule solution. #pfizer #COVID19 #corruption #myocardites",0
"#TouchezPasAuxEnfants

Le PDG de #Pfizer n'est pas vacciné et il est hors de question qu'on injecte son produit à mes enfants... 

#COVID19France",0
💉💶💉💶💉💶💉💶💉💶💉Il #Commissario responsabile della Salute per l'Unione è  indagata per un bonifico di 4 milioni di euro ricevuto sul suo conto corrente di Cipro: ordinante la casa farmaceutica  #Pfizer 💉💶💉💶💉💶💉💶,0
Is er een belangrijke medische reden waarom er 6 maanden moeten zitten tussen laatste vaccin en boostershot? #pfizer #dtv,0
Rendez vous 3 ème dose Pfizer  pris  💉 #Pfizer #3emeDose,0
Les ordures de morticoles cathodiques paradent sur les plateaux télé pour valider le discours officiel dicté par #Pfizer. Ils poussent à vacciner les 5-12 ans sans aucun argument scientifique. Tour ceci va très très mal finir.,0
"C'est bizarre, jamais entendu les non-vaccinés se plaindre des effets secondaires de #Pfizer!",0
"Le pire dans tout ce cirque c’est que Macron se la joue tranquille à cause des élections. Une fois élu que ce soit LREM, LR ou PS ils vont s’en donner à cœur joie et concurrencer l’Autriche et l’Australie 

#vaccination #moderna #3emeDose #pfizer #COVID19 #PassSanitaire",0
"#3emeDose obligatoire ! 💉
#pfizer a dû faire un bon prix à #Veran pour le #BlackFriday !
#COVID19",0
"#VaccinationObligatoire #PassSanitaire #Moderna #Pfizer #LREM #3emeDose 
Depuis 2017 nous subissons deux virus mortels :
- #Macron et la #COVID19.",0
รีวิวฉีดวัคซีน #Pfizer กับ #นนท์พร้อม ที่การไฟฟ้าฯ บางกรวย นี่คือวัคซีนเข็มแรกหลังจากโดนโมเดอน่าวิภาฯ หักอก ลงทะเบียนในเว็บ https://www.นนท์พร้อม.com จะมีเปิดฉีดเข็มแรกเข็มบูสต์เรื่อยๆ ของเราได้คิววันนี้ แนะนำปริ้นเอกสารกรอกข้อมูลให้เรียบร้อยจะได้ไม่เสียเวลา,0
"En momentos en que el continente europeo, afectado por el recrudecimiento de #COVID19, se aprobó la aplicación de la vacuna #Pfizer en los niños de 5 y 11 años, que recibirán un tercio de la dosis que aplica a personas mayores, en dos vacunas con tres semanas entre una y otra.",0
How many people alive right now have saved their own life by not taking this vaccine... I wonder? #VaccineSideEffects #COVID #COVID19 #Pfizer #vaccine #AstraZeneca #Moderna #vaccinedeaths,0
RT @a_schallenberg: Eine wirklich gute Nachricht kommt heute von der #EMA: Sie empfiehlt die Zulassung des Impfstoffs von #BioNTech #Pfizer auch für Kinder von 5 bis 11 Jahren. Ein weiterer wichtiger Schritt zur Steigerung der Durchimpfungsrate als einziges Exit-Ticket aus d…,0
En #BreakingNews ils vont bientôt nous dire qu'on a perdu au change. Pour deux doses #AstraZeneca il faudrait 5 doses de #Pfizer. Parce que l'Arn Messager fonctionne aussi bien que Colissimo,0
"#Macron #3emedose #PassSanitaire 
- Et toi tu en es à combien de doses de #Pfizer ?
- Nous sommes en 2026, je me suis fait vacciné en 2021, j'en suis à 20 doses, dont 18 doses de rappel, mais le gouvernement nous dit que le #vaccin est efficace, donc je continue.",0
Question : quelle va être la validité de la 3ème dose #covid19 #pfizer?,0
"#Pfizer/BioNTech Coronavirus jab gets the green light for children aged 5 to 11 in Europe, clearing the way for the vaccination in a cohort where the virus is rapidly spreading.

#PfizerBioNTech #Biontech #COVID19 #CovidVaccine #vaccination #Europe",0
The #EU's drug regulator recommends #Pfizer's vaccine as the first #coronavirus shot for 5 to 11 year olds in #Europe.,0
"Bon après La 3e dose, #3emeDose vous prendrez bien rapidement une 4ème dose, car #Israël - devant la perte d'efficacité excessivement rapide du #vaccin #Pfizer - envisage déjà une 4ème dose. 
Avant c'était 6 mois entre les doses, maintenant 5mois, et après 2 mois ? 1 mois ?",0
Qui dit que #pfizer n’aurait pas payé grassement la majorité des gouvernements pour qu’ils testent leur poison à grande échelle??  C’est win win pour eux. #COVID19 #COVID19France #abusdepouvoir #BigPharma,0
#Veran devrait plutôt nous expliquer pourquoi il n’a pas financé l institut pasteur pour son traitement contre le #COVID19 mais à commandé celui de #merck et #Pfizer à environ 700 euros . Un médicament commandé même avant d’avoir eu les autorisations européennes.bizarre bizarre.,0
RDV 3eme dose #Pfizer ce dimanche ✅,0
"Saturation C’est le blackFriday sur #Doctolib 
J’espère que je vais trouver ma 3eme paire de basket #Pfizer sinon tant pis je prendrai les AstraZeneca",0
Esta mañana me he puesto la tercera dosis de #Pfizer #COVID19 💪🏻💪🏻 . A ver cómo pasamos la noche 😅😅,0
Grabe k na second dose!😭😭#Pfizer ksnsjs is,0
"Pfizer second dose hit me like a truck 🚚💉
#Pfizer",0
Am ersten(‼️) Tag der #EMA Zulassung für #Pfizer bekommen wir von der Schule ein Schreiben in dem wir doch bitte so lieb sind und unsere Kinder impfen lassen sollen. Und am Tag davor beantragen irgendwelche Vollhonks ein Wurmmittel für Viecher als Behandlung für #Covid.  1,0
"Sondage pour les parents 
Le vaccin #Pfizer a été approuvé pour les enfants de 5 à 11 ans par l'Agence européenne du médicament. Allez-vous faire vacciner vos enfants ?",0
"7 and 5 year old got their second #pfizer shots yesterday and are doing great, not even complaints of a sore arm. I’m thankful for life saving vaccines for children!",0
"LE PATRON DE #Pfizer ne c'est lui même pas injecter son propre produit ! il a meme été interdit d'entrer en #Israel ! 

TOUT LES DEALEURS LE SAVENT ( never get high on your own supply ) 🙃

#la3e #vaccination",0
"L' #ema è finanziata dalla #Pfizer e compagnia. Praticamente e' un' autoapprovazione. Mi autoapprovo e posso vendere il mio prodotto e se muori sticazzi.
#covid #vaccino #supergreenpass #greenpass",0
"Me puse la vacuna Pfizer y quedé pal hoyo, hoy decaído y con síntomas de resfrío 😰 ¿a alguien más le ha pasado? (3era dosis) #pfizer #VacunateContraLaCovid #Vacunate",0
"“Sapete cos’hanno in comune #Pfizer, #Moderna, J&amp;J con le principali industrie d’armi al mondo ed i colossi del web? Semplice, i fondi di investimento!” @ale_dibattista alliscia i #novax: il suo inedito cocktail forte di anticapitalismo, antivaccinismo e pacifismo dá alla testa.",0
"#Pfizer, #TouchePasAuxEnfants !
Devinez comment ils comptent sauver la planète du réchauffement climatique dramatique qui se profile. #depopulation, #genocide, #sterilisation",0
"Per i bambini il rischio di morire di covid è 0, al contrario quello di effetti avversi è preventivato come &gt; 0. Fosse anche minimo, farete correre tale rischio ai vostri figli soltanto per sentirvi parte del gregge? #nogreenpass #SUPERGREENPASS #pfizer #giulemanidaibambini",0
"#pfizer public trials at the squares are coming...

#VaccinateTheRich",0
"Twee vragen #persconferentie 
•Waarom aanvaardt U, als kabinet en #Pfizer c.s. geen aansprakelijkheid voor bijwerkingen van HET vaccin op korte- dan wel lange termijn
• Waarom wordt niet (wel dus, maar stil gehouden) bijgehouden de relatie IC-opnames tussen on- en gevaccineerd?",0
"#Thanksgiving2021 brought to you by #Pfizer, #Moderna and #JohnsonandJohnson.",0
Alguien sabe donde están poniendo la #Pfizer en #Ñuñoa hoy? Por favor,0
"ถ้าฉีดเข็มแรก ซิโนฟาร์ม 30ตุลา
ตอนนี้กำลังหาฉีดเข็ม2 ที่เป็น ไฟเซอร์
จะอันตรายไหมคะ มีที่ไหนมีwalk in บ้างหรอคะ
#วัคซีนโควิด #Pfizer #sinopharm",0
"Bon ben go 3eme dose samedi …j’aurais été à 6 mois mi décembre.
#vaccination #3emeDose #Pfizer #PasseSanitaire",0
"Pregunta: La vacuna para los niños de 5 a 11 años la van a prescribir los pediatras??? O se lavan las manos y lo dejan a elección de los padres??
PD: no soy ni negacionista, ni antivacunas... Pero esto es una barbaridad! 
#pfizer #VacunasCovid19 #LosNinosNoSeTocan #vergonzoso",0
3e jour ou les clients ont disparu de radar de la boutique Megacom-ik. Appelez-moi Olivier Veran ! C'est quoi se bordel ? ils sont tous à se faire piquer #Pfizer  ? Appelez-moi Bruno Le Maire ! Ils sont tous dans les starting-block du #BlackFriday ? #humour #VDM,0
"Soy médico de base de urgencias y ya estamos en la 4a ola de #COVID en proceso, para cuando nos van a citar para vacunarnos con el refuerzo de #Pfizer @Tu_IMSS ???",0
"Le vaccin fonctionne tellement bien qu'il faut 4 doses par an. Le corps médical en 1ère ligne, a été le 1er à refuser l obligation vaccinale. Je répète, personnes en 1ère ligne contact avec #covid19 et formées en médecine. Eux ils refusent les vaccins. Allo tu réfléchis ?#Pfizer",0
"En soi, cette mascarade, c'est l'occident arrogant qui s'effondre. Moi je dirais la dose journalière, vraiment c'est le mieux. Et si tu meurs, souviens toi que c'est à cause des non vaccinés, toujours. Moi quand je vois un mur, j'appuie sur la pédale et je fonce. #veran #pfizer",0
"Soon we will be in #lockdown telling each other on Whatsaap how pleased we are with our #vaccine 

Hope you all signed up for the booster, otherwise you cannot enjoy a healthy lunch at @McDonalds anymore 

#COVID #pandemic #G2 #boostershot #Pfizer #gevaccineerden",0
"La 1ère dose fonctionnait à 99%. Mais par sécurité on a mis une 2ème. On fait on s'est trompé mais la 3ème booster agit dans les 24h. Ah mais on annonce la 4ème, elle elle renforce la 3ème d'1 mois. Mais la 5ème sera encore mieux, sans parler de la 6ème....#pfizer #COVID19",0
"Jest rekomendacja! @EMA_News zaleciła dopuszczenie do stosowania szczepionek #BioNTech/#Pfizer u dzieci od 5 do 11 roku życia. Podawana dawka będzie mniejsza, niż ta stosowana u osób powyżej 12 r.ż. #SzczepimySię #COVID19vaccine",0
"J attends la 10ème dose avec impatience, je me demande si les cons vont comprendre d ici où si rester con est plus fort qu'eux. En fait ne pas savoir se remettre en question est peut être bien la définition du con. C'est la faute aux non vaccinés! #vaccination #Pfizer #corruption",0
"Herzmuskelentzündung 1:5000 mindestens bei #biontech #Pfizer…Kinder waren nie Treiber, nie gefährdet und die Psychopathen geben das Zeug ab 5 Jahre frei…Wahnsinn…die Kinder werden sowas von leiden #ploetzlichundunerwartet #Impfung #schuetztdiekinder #HaendewegvonunserenKindern",0
"#Vaccino #Covid ai bambini dai 5 agli 11 anni, ok di #EMA. ""Efficacia al 90,7%""

Naturalmente #Pfizer #Biontech:
  ""I benefici superano i rischi"".

Benefici più dei rischi... 😳",0
"Mamy to! 
EMA zatwierdziła szczepienie przeciwko Covid #Pfizer dla grupy wiekowej 5-11 lat! 🎉🎊❤️🌈😄 #pandemia #szczepimysię #vaccination #COVID #koronawirus",0
"Did #Pfizer base its vaccine on viagra. 😂 it wanes after a while, 😂 when it works its great but it doesn't last long.  I cannot be the only one thinking it.",0
"meu deus ta eu aqui tendo reação da vacina DE NOVOKKKKKKK SOCORRO
é cara inchada, dor de cabeça, febre, o braço nem levanta, um sono que não passa

mas obg deus, simbora vacinar galera 
#segundadose #pfizer",0
Теги в Твиторе с 1 марта #сертификатВОЗ #pfizer #неватныевакцины,0
"Est-ce que quelqu'un sait combien ils leur reste de doses #Pfizer à refourguer?
Histoire de voir combien de ""rappel"" ils vont imposer.

#TouchezPasAuxEnfants #StopDictatureSanitaire #COVID19 #Vaccin #3emeDose #VaccinationObligatoire #PassSanitaire #PassVaccinal",0
"Me acabo de mandar un correo con copia a mi otro yo:
“Pidiéndome el día, por efectos colaterales de la famosa #Pfizer 
Solo espero haber amanecido solidaria y brindarme el día!
Mínimo… me lo merezco!

#SoymipropiaJefa 
☺️😉👍🏻✍🏻",0
"#Israël, 1des pays le plus vacciné du monde.
Le #covid flambe, contrairement à la #Jordanie, peu vaccinée
Solution:4e dose (dixit le ministre de la santé Horowitz) et vaccination dès 5 ans.
J'admire les responsables marketing de #Pfizer.
La #bêtise et la #corruption me font vomir",0
"Petite question pour ceux qui savent : J'ai 2 doses du vaccin Moderna, ma 3ᵉ dose, doit-elle être forcément du vaccin #Moderna ou je peux avoir une dose de rappel #Pfizer ?",0
"“L’efficacia del vaccino #Pfizer cala dopo 3 mesi”. Altro che 5 o 6, qui ci sarà da fare un vaccino ogni 3.. 😂",0
เชียงใหม่เปลี่ยนเป็นไฟเซอร์2เข็มเถอะนะ #Pfizer,0
"Combien de milliards supplémentaires pour #Pfizer grâce à la team tagada? #3emeDose 
#PfizerGang 
#PfizerGate",0
Nog even overlegd met de apotheker @AmphiaZKHuis maar gelukkig mag ik mijn prikkie gewoon hebben zaterdag 🤗💉 #boosterprik #Pfizer #daarnadegrieppriknog #zesvaccinatiesineenjaar,0
"Avec tout ça, on ne sait pas si #Pfizer va faire un #BlackFriday  ??",0
"#ÚLTIMAHORA‼️ #URGENTE‼️

🇪🇺 Europa | la EMA aprueba la vacuna #COVID19 de #Pfizer para niños de 5 a 11 años.",0
"Bin mit Biontech/Pfizer gimpft und hüt uf de Tag gnau isch das 6 Mönet her. Zerti gültig bis Endi Mai. Wenni mer jetzt de Booster hole, wird das verlängered oder blibt das glich? 🤔 Öpper Erfahrige? #Biontech #Pfizer #massnahmen #SwissCovidFail",0
Terceira dose ok ✅ #Pfizer #COVID19 #vivaosus,0
"Dati ISS, Ottobre-Novembre 2021: 
Decessi 80+ 
a) Non vaccinati 159 (31,4%);
b) vaccinati con una dose 8 ( 1,6%);
c) vaccinati con due dosi 215 (42,5%); 
d) vaccinati con tre dosi 124 (24,5%).
I decessi complessivi sono per il 68,6% di soggetti vaccinati.#supergreenpass  #pfizer",0
"La Agencia Europea del Medicamento (#EMA) ha aprobado la vacuna de #Pfizer para niños de entre 5 y 11 años.

#Salud #COVID19",0
"#EMA APPROVA #VACCINO #PFIZER PER FASCIA 5-11 ANNI.
I #bambini possono contagiarsi e contagiare, e hanno già sofferto tanto con la #DAD. Vacciniamoli tutti per garantire sicurezza a noi e a loro. Soprattutto per garantirla ai fragili, su cui il vaccino è meno efficace.
#SìVaccino",0
Pourtant il y’a des personnes qui n’ont même pas une première dose… ils vont nous perforer #mercipfizer #PassSanitaire #Pfizer,0
"Elle peut préciser la #bouffonne hystérique sur @CNEWS qui mouille sa culotte sur les résultats extraordinaires d'Israël, que les données viennent exclusivement de #Pfizer ? 😂 #Covid_19 #arnaque #Pfizergate #corrompus #Nuremberg2 #NurembergCode 🤮 #Nazis",0
"#Veran #pfizer #3emeDose #PassSanitaire vaccinerez vous vos enfants de 5 - 11 ans, suite au feux vert du gouvernement ?",0
All in all you're just another brick in the wall. HEY! PFIZER! LEAVE THEM KIDS ALONE! #Pfizer,0
"la UE favorisce la concorrenza
se il vaccino Sputnik non è mai stato approvato mentre qualunque richiesta di 2 produttori USA ci impiega qualche giorno è perché tengono veramente alla vostra salute
#pfizer #EMA #vonderLeyen",0
"Pour France-Inter, critiquer la propagande statistique du laboratoire #Pfizer comme le fait le Dr C. Perronne relève du ""complotisme"", répandu par les ""réseaux sociaux"".",0
"Stel, Biden zou écht #pfizer hebben gekregen IPV een zoutoplossing. Hoe zou hij er dan nu uitzien? Schroom geen details en of afbeeldingen! #dtv #coronadebat #glazenbol",0
"Annunciazione Annunciazione la #Pfizer pubblicizza in #TV per i 65enni il #vaccino per la #polmonitepneumococcica.
Affrettatevi a prenotare la vostra #dose con il beneplacito del vs #medicodibase.
Ora la domanda è con tutto sto schifo sui #vaccini #COVID19 non vi suona strano? 😘",0
"Manden agüita y animo!! Tercera dosis me tiene pal Dick! 🥺🥺
#TerceraDosis #Pfizer",0
"#Veran, #macron, #gouvernement tous les mêmes, des menteurs prêt à tout pour faire du bizz, quitte à nous priver de nos libertés.
Ont-ils tous des actions chez #pfizer ?",0
"L'#EMA ha approvato la somministrazione del vaccino #Pfizer per i bambini tra 5 e 11 anni. La dose sarà ridotta a un terzo rispetto a quella degli adulti: 10 microgrammi anziché 30. La novità riguarderà circa 5 milioni di bambini in Italia.
#vaccino",0
La #EMA autoriza el uso de la #vacuna #Pfizer en los niños entre 5 y 11 años. #YoMeVacuno #COVID19,0
"JUST IN - Η ευρωπαϊκή ρυθμιστική αρχή φαρμάκων EMA εγκρίνει το εμβόλιο #COVID19 της #Pfizer για το #jab σε παιδιά ηλικίας 5-11 ετών.!!

Οι γονείς ίσως είναι η τελευταία ασπίδα..!!
#CrimesAgainstChildren 
#CrimesAgainstHumanity",0
"23 décembre. 3ème dose de #Pfizer 
Joyeux Noël 😏💥😂",0
"Est-ce qu'il y a encore des médecins  dans ce pays ? Je veux dire des vrais, préoccupés de la santé de leurs patients, pas des pourris nourrissant la bête Pfizer !
#Pfizer #3emeDose #France",0
"3ème dose 5 mois après la 2ème
4ème dose 4 mois après la 3ème 
5ème dose 3 mois après la 4ème 
...
A partir de la 7ème ce sera une perfusion permanente 
#pfizer et #Moderna ont réussi à créer le ""vaccin"" le - efficace et le + vendu !",0
"First dose done💉✅
#Pfizer",0
